location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address
6439,5905,,,Flintridge,Drive,,El Paso County,5905 Flintridge Dr,,Colorado Spgs,Colorado,80918,CO,"5905 FLINTRIDGE DR, COLORADO SPGS, CO 80918",38.91710700001234,-104.7644129998544,POINT (-104.7644129998544 38.91710700001234),"5905,  Flintridge Drive , Colorado Spgs, El Paso County, Colorado, 80918, United States"
6609,1855,South,,Joliet,Street,,Arapahoe County,1855 S Joliet St,,Aurora,Colorado,80012,CO,"1855 S JOLIET ST, AURORA, CO 80012",39.68339100028591,-104.861336999624,POINT (-104.861336999624 39.68339100028591),"1855,South  Joliet Street , Aurora, Arapahoe County, Colorado, 80012, United States"
25548,1701,,,Main,Avenue,,La Plata County,1701 Main Ave,,Greenwood Village,Colorado,80111,CO,"1701 MAIN AVE, Greenwood Village, Colorado 80111",37.2826110000001,-107.877694,POINT (-107.877694 37.2826110000001),"1701,  Main Avenue , Greenwood Village, La Plata County, Colorado, 80111, United States"
51876,8420,South,,Sangre De Cristo,Road,,Jefferson County,8420 South Sangre De Cristo Rd,,Littleton,Colorado,80127,CO,"8420 SOUTH SANGRE DE CRISTO RD, LITTLETON, CO 80127",39.566802739082064,-105.11339516482084,POINT (-105.1133951648208 39.56680273908206),"8420,South  Sangre De Cristo Road , Littleton, Jefferson County, Colorado, 80127, United States"
8215,900,East,,Prospect,Road,,Larimer County,900 E Prospect Rd,,Fort Collins,Colorado,80524,CO,"900 E PROSPECT RD, FORT COLLINS, CO 80524",40.56710099989023,-105.06439900016778,POINT (-105.0643990001678 40.56710099989023),"900,East  Prospect Road , Fort Collins, Larimer County, Colorado, 80524, United States"
6150,1127,East,,4th,Street,,Pueblo County,1127 E 4Th St,,Pueblo,Colorado,81001,CO,"1127 E 4TH ST, PUEBLO, CO 81001",38.2710980000209,-104.59095299961184,POINT (-104.5909529996118 38.2710980000209),"1127,East  4th Street , Pueblo, Pueblo County, Colorado, 81001, United States"
3518,2245,,,16th,Street,,Boulder County,2245 16Th St,,Boulder,Colorado,80302,CO,"2245 16TH ST, BOULDER, CO 80302",40.02172999985672,-105.27571400019492,POINT (-105.2757140001949 40.02172999985672),"2245,  16th Street , Boulder, Boulder County, Colorado, 80302, United States"
48756,825,,,Loveville,Road,,New Castle County,825 Loveville Rd,,Hockessin,Delaware,19707,DE,"825 LOVEVILLE RD, HOCKESSIN, DE 19707",39.77772328681023,-75.66646002039532,POINT (-75.66646002039532 39.77772328681023),"825,  Loveville Road , Hockessin, New Castle County, Delaware, 19707, United States"
48744,491,South,,Harmony,Road,,New Castle County,491 S Harmony Rd,,Newark,Delaware,19713,DE,"491 S HARMONY RD, NEWARK, DE 19713",39.684538548950464,-75.68212158413027,POINT (-75.68212158413027 39.68453854895046),"491,South  Harmony Road , Newark, New Castle County, Delaware, 19713, United States"
48746,6201,,,Kennett,Pike,,New Castle County,6201 Kennett Pike,,Wilmington,Delaware,19807,DE,"6201 KENNETT PIKE, WILMINGTON, DE 19807",39.83064327728856,-75.62464031778238,POINT (-75.62464031778238 39.83064327728856),"6201,  Kennett Pike , Wilmington, New Castle County, Delaware, 19807, United States"
64916,2600,,,Glasgow,Avenue,,New Castle County,2600 Glasgow Avenue,,Newark,Delaware,19702,DE,"2600 GLASGOW AVENUE, NEWARK, DE 19702",39.59927929042592,-75.74447065930605,POINT (-75.74447065930605 39.59927929042592),"2600,  Glasgow Avenue , Newark, New Castle County, Delaware, 19702, United States"
48759,21777,,,Sussex Pines,Road,,Sussex County,21777 Sussex Pines Rd,,Georgetown,Delaware,19947,DE,"21777 SUSSEX PINES RD, GEORGETOWN, DE 19947",38.69714117909739,-75.36814022874563,POINT (-75.36814022874563 38.69714117909739),"21777,  Sussex Pines Road , Georgetown, Sussex County, Delaware, 19947, United States"
14110,100,,,Campus,Drive,,Kent County,100 Campus Drive,,Dover,Delaware,19901,DE,"100 CAMPUS DRIVE, DOVER, DE 19901",39.19837089700008,-75.56011991899997,POINT (-75.56011991899997 39.19837089700008),"100,  Campus Drive , Dover, Kent County, Delaware, 19901, United States"
48735,2370,,,Red Lion,Road,,New Castle County,2370 Red Lion Rd,,Bear,Delaware,19701,DE,"2370 RED LION RD, BEAR, DE 19701",39.572263560669874,-75.6955214190502,POINT (-75.69552141905019 39.57226356066987),"2370,  Red Lion Road , Bear, New Castle County, Delaware, 19701, United States"
49379,1106,,,Pennsylvania,Avenue,,New Castle County,1106 Pennsylvania Ave,,Wilmington,Delaware,19806,DE,"1106 PENNSYLVANIA AVE, WILMINGTON, DE 19806",39.752358370797474,-75.55848621981156,POINT (-75.55848621981156 39.75235837079747),"1106,  Pennsylvania Avenue , Wilmington, New Castle County, Delaware, 19806, United States"
64489,24459,,,Sussex,Highway,,Sussex County,24459 Sussex Highway,,Seaford,Delaware,19973,DE,"24459 SUSSEX HIGHWAY, SEAFORD, DE 19973",38.64684262591396,-75.59349548343849,POINT (-75.59349548343849 38.64684262591396),"24459,  Sussex Highway , Seaford, Sussex County, Delaware, 19973, United States"
31590,2,North,,Main,Street,,Kent County,2 North Main Street,,Magnolia,Delaware,19962,DE,"2 North Main Street, Magnolia, DE 19962",39.07188095845877,-75.47595186904756,POINT (-75.47595186904756 39.07188095845877),"2,North  Main Street , Magnolia, Kent County, Delaware, 19962, United States"
36634,205,South,,James,Street,,New Castle County,205 S James St,,Newport,Delaware,19804,DE,"205 S James St, Newport, DE 19804",39.71101300004425,-75.6089640001172,POINT (-75.6089640001172 39.71101300004425),"205,South  James Street , Newport, New Castle County, Delaware, 19804, United States"
48741,401,,,Phillips,Avenue,,New Castle County,401 Phillips Ave,,Newark,Delaware,19711,DE,"401 PHILLIPS AVE, NEWARK, DE 19711",39.67017031601453,-75.75531960311089,POINT (-75.75531960311089 39.67017031601453),"401,  Phillips Avenue , Newark, New Castle County, Delaware, 19711, United States"
16580,222,,,Delaware,Avenue,,Boyle County,222 Delaware Avenue,,Wilmington,Delaware,19899,DE,"222 Delaware Avenue, Wilmington, Delaware 19899",37.645254,-84.774116,POINT (-84.77411600000001 37.645254),"222,  Delaware Avenue , Wilmington, Boyle County, Delaware, 19899, United States"
32605,12902,,,Magnolia,Drive,,Hillsborough County,12902 Magnolia Dr,,Tampa,Florida,33612,FL,"12902 MAGNOLIA DR, TAMPA, FL 33612",28.0640987200001,-82.42130803,POINT (-82.42130803000001 28.0640987200001),"12902,  Magnolia Drive , Tampa, Hillsborough County, Florida, 33612, United States"
65112,411,,,Maitland,Avenue,,Seminole County,411 Maitland Avenue,,Altamonte Springs,Florida,32701,FL,"411 MAITLAND AVENUE, ALTAMONTE SPRINGS, FL 32701",28.65606816271768,-81.36545858550853,POINT (-81.36545858550853 28.65606816271768),"411,  Maitland Avenue , Altamonte Springs, Seminole County, Florida, 32701, United States"
48919,1509,,,Mayport,Road,,Duval County,1509 Mayport Rd,,Atlantic Beach,Florida,32233,FL,"1509 MAYPORT RD, ATLANTIC BEACH, FL 32233",30.335432479252503,-81.41478875186905,POINT (-81.41478875186905 30.3354324792525),"1509,  Mayport Road , Atlantic Beach, Duval County, Florida, 32233, United States"
49108,920,,,11th,Street,Southwest,Suwannee County,920 11Th St Sw,,Live Oak,Florida,32064,FL,"920 11TH ST SW, LIVE OAK, FL 32064",30.29077453296932,-82.99855102066532,POINT (-82.99855102066532 30.29077453296932),"920,  11th Street Southwest, Live Oak, Suwannee County, Florida, 32064, United States"
47938,7259,South,,Military,Trail,,Palm Beach County,7259 S Military Trl,,Lake Worth,Florida,33463,FL,"7259 S MILITARY TRL, LAKE WORTH, FL 33463",26.568744993793658,-80.1138156700846,POINT (-80.11381567008461 26.56874499379366),"7259,South  Military Trail , Lake Worth, Palm Beach County, Florida, 33463, United States"
48918,1525,North,,Davis,Street,,Duval County,1525 N Davis St,,Jacksonville,Florida,32209,FL,"1525 N DAVIS ST, JACKSONVILLE, FL 32209",30.34376724997593,-81.66644049228191,POINT (-81.66644049228191 30.34376724997593),"1525,North  Davis Street , Jacksonville, Duval County, Florida, 32209, United States"
13418,2980,,,Collins,Avenue,,St. Johns County,2980 Collins Ave,,Saint Augustine,Florida,32084,FL,"2980 COLLINS AVE, SAINT AUGUSTINE, FL 32084",29.92437688100005,-81.34582877499997,POINT (-81.34582877499997 29.92437688100005),"2980,  Collins Avenue , Saint Augustine, St. Johns County, Florida, 32084, United States"
43579,500,,,Bay Bottom,Road,,Palm Beach County,500 Bay Bottom Road,,Pahokee,Florida,33476,FL,"500 BAY BOTTOM ROAD, PAHOKEE, FL 33476",26.839998625383576,-80.63560680825915,POINT (-80.63560680825915 26.83999862538358),"500,  Bay Bottom Road , Pahokee, Palm Beach County, Florida, 33476, United States"
47906,2395,,,Fortune,Road,,Osceola County,2395 Fortune Rd,,Kissimmee,Florida,34744,FL,"2395 FORTUNE RD, KISSIMMEE, FL 34744",28.304667229116653,-81.34849215773798,POINT (-81.34849215773798 28.30466722911665),"2395,  Fortune Road , Kissimmee, Osceola County, Florida, 34744, United States"
64788,1869,,,Tamiami,Trail,South,Sarasota County,1869 Tamiami Trail South,,Venice,Florida,34293,FL,"1869 TAMIAMI TRAIL SOUTH, VENICE, FL 34293",27.06359875923457,-82.41692324516428,POINT (-82.41692324516428 27.06359875923457),"1869,  Tamiami Trail South, Venice, Sarasota County, Florida, 34293, United States"
47713,51,Southeast,,Central,Parkway,,Martin County,51 Se Central Pkwy,,Stuart,Florida,34994,FL,"51 SE CENTRAL PKWY, STUART, FL 34994",27.17931932174352,-80.25028027472614,POINT (-80.25028027472614 27.17931932174352),"51,Southeast  Central Parkway , Stuart, Martin County, Florida, 34994, United States"
15101,10933,,,Marks,Way,,Broward County,10933 Marks Way,,Miramar,Florida,33025,FL,"10933 MARKS WAY, MIRAMAR, FL 33025",25.977049367000063,-80.29143325299998,POINT (-80.29143325299998 25.97704936700006),"10933,  Marks Way , Miramar, Broward County, Florida, 33025, United States"
65070,1784,Southeast,,Prima Vista,Boulevard,,St. Lucie County,1784 Southeast Prima Vista Boulevard,,Port Saint Lucie,Florida,34952,FL,"1784 SOUTHEAST PRIMA VISTA BOULEVARD, PORT SAINT LUCIE, FL 34952",27.32595098730888,-80.3218497810473,POINT (-80.32184978104731 27.32595098730888),"1784,Southeast  Prima Vista Boulevard , Port Saint Lucie, St. Lucie County, Florida, 34952, United States"
49177,958,,,Epps Bridge,Parkway,,Clarke County,958 Epps Bridge Pkwy,,Athens,Georgia,30606,GA,"958 EPPS BRIDGE PKWY, ATHENS, GA 30606",33.96050961468499,-83.3814397807222,POINT (-83.3814397807222 33.96050961468499),"958,  Epps Bridge Parkway , Athens, Clarke County, Georgia, 30606, United States"
44843,410,,,Stephens,Street,,Wilcox County,410 Stephens Street,,Rochelle,Georgia,31079,GA,"410 STEPHENS STREET, ROCHELLE, GA 31079",31.95002509159348,-83.44966402469787,POINT (-83.44966402469787 31.95002509159348),"410,  Stephens Street , Rochelle, Wilcox County, Georgia, 31079, United States"
35208,960,,,Key,Street,,Bibb County,960 Key St,,Macon,Georgia,31204,GA,"960 KEY ST, MACON, GA 31204",32.818587000109325,-83.67426199961406,POINT (-83.67426199961406 32.81858700010932),"960,  Key Street , Macon, Bibb County, Georgia, 31204, United States"
42877,25,,,Industrial,Way,North,Paulding County,25 Industrial Way North,,Dallas,Georgia,30132,GA,"25 INDUSTRIAL WAY NORTH, DALLAS, GA 30132",33.942993141866936,-84.81858629195726,POINT (-84.81858629195726 33.94299314186694),"25,  Industrial Way North, Dallas, Paulding County, Georgia, 30132, United States"
52654,5134,,,Old National,Highway,,Fulton County,5134 Old National Hwy,,College Park,Georgia,30349,GA,"5134 OLD NATIONAL HWY, COLLEGE PARK, GA 30349",33.61507084196309,-84.4704670241645,POINT (-84.47046702416451 33.61507084196309),"5134,  Old National Highway , College Park, Fulton County, Georgia, 30349, United States"
48037,2819,,,Peach Orchard,Road,,Richmond County,2819 Peach Orchard Rd,,Augusta,Georgia,30906,GA,"2819 PEACH ORCHARD RD, AUGUSTA, GA 30906",33.4194903118062,-82.02262805582039,POINT (-82.02262805582039 33.4194903118062),"2819,  Peach Orchard Road , Augusta, Richmond County, Georgia, 30906, United States"
49245,1014,,,Cave Spring,Road,Southwest,Floyd County,1014 Cave Spring Rd Sw,,Rome,Georgia,30161,GA,"1014 CAVE SPRING RD SW, ROME, GA 30161",34.223761443635034,-85.18223115311781,POINT (-85.18223115311781 34.22376144363503),"1014,  Cave Spring Road Southwest, Rome, Floyd County, Georgia, 30161, United States"
32794,117,,,Kite,Road,,Emanuel County,117 Kite Road,,Swainsboro,Georgia,30401,GA,"117 KITE ROAD, SWAINSBORO, GA 30401",32.5924977600001,-82.34780425,POINT (-82.34780425 32.5924977600001),"117,  Kite Road , Swainsboro, Emanuel County, Georgia, 30401, United States"
32905,610,,,Sparta,Road,,Washington County,610 Sparta Road,,Sandersville,Georgia,31082,GA,"610 SPARTA ROAD, SANDERSVILLE, GA 31082",32.99585948,-82.80411552,POINT (-82.80411552 32.99585948),"610,  Sparta Road , Sandersville, Washington County, Georgia, 31082, United States"
49244,700,,,Ardenlee,Parkway,,Fayette County,700 Ardenlee Pkwy,,Peachtree City,Georgia,30269,GA,"700 ARDENLEE PKWY, PEACHTREE CITY, GA 30269",33.43601291585517,-84.59448519206681,POINT (-84.59448519206681 33.43601291585517),"700,  Ardenlee Parkway , Peachtree City, Fayette County, Georgia, 30269, United States"
35618,1211,North,,3rd,Avenue,,Murray County,1211 N 3Rd Ave,,Chatsworth,Georgia,30705,GA,"1211 N 3rd Ave, Chatsworth, GA 30705",34.793982999709044,-84.77390299983502,POINT (-84.77390299983502 34.79398299970904),"1211,North  3rd Avenue , Chatsworth, Murray County, Georgia, 30705, United States"
36334,1955,,,Dove,Street,,Bibb County,1955 Dove St,,Macon,Georgia,31204,GA,"1955 Dove St, Macon, GA 31204",32.82317999986622,-83.65534800005302,POINT (-83.65534800005302 32.82317999986622),"1955,  Dove Street , Macon, Bibb County, Georgia, 31204, United States"
45456,2030,,,Newton,Road,,Dougherty County,2030 Newton Road,,Albany,Georgia,31701,GA,"2030 NEWTON ROAD, ALBANY, GA 31701",31.55315993266716,-84.16864067784547,POINT (-84.16864067784547 31.55315993266716),"2030,  Newton Road , Albany, Dougherty County, Georgia, 31701, United States"
36777,2339,,,Kamehameha,Highway,,Honolulu County,2339 Kamehameha Hwy,,Honolulu,Hawaii,96819,HI,"2339 KAMEHAMEHA HWY, Honolulu, HI 96819",21.33197599981614,-157.88734099978493,POINT (-157.8873409997849 21.33197599981614),"2339,  Kamehameha Highway , Honolulu, Honolulu County, Hawaii, 96819, United States"
36443,1357,,,Kapiolani,Boulevard,,Honolulu County,1357 Kapiolani Blvd,Ste 800,Honolulu,Hawaii,96814,HI,"1357 Kapiolani Blvd Ste 800, Honolulu, HI 96814",21.29408500040716,-157.84476199977132,POINT (-157.8447619997713 21.29408500040716),"1357,  Kapiolani Boulevard , Honolulu, Honolulu County, Hawaii, 96814, United States"
37748,2555,,,Ala Namahana,Parkway,,Kauai County,2555 Ala Namahana Pkwy,,Kilauea,Hawaii,96754,HI,"2555 Ala Namahana Pkwy, Kilauea, HI 96754",22.202899999694303,-159.40379999988482,POINT (-159.4037999998848 22.2028999996943),"2555,  Ala Namahana Parkway , Kilauea, Kauai County, Hawaii, 96754, United States"
36278,4137,,,Waialae,Avenue,,Honolulu County,4137 Waialae Ave,,Honolulu,Hawaii,96816,HI,"4137 Waialae Ave, Honolulu, HI 96816",21.27833200020131,-157.78840099995634,POINT (-157.7884009999563 21.27833200020131),"4137,  Waialae Avenue , Honolulu, Honolulu County, Hawaii, 96816, United States"
48059,710,,,Palekaua,Street,,Honolulu County,710 Palekaua St,,Honolulu,Hawaii,96816,HI,"710 PALEKAUA ST, HONOLULU, HI 96816",21.26377951787733,-157.7945417601694,POINT (-157.7945417601694 21.26377951787733),"710,  Palekaua Street , Honolulu, Honolulu County, Hawaii, 96816, United States"
15235,4303,,,Diamond Head,Road,,Honolulu County,4303 Diamond Head Road,,Honolulu,Hawaii,96816,HI,"4303 DIAMOND HEAD ROAD, HONOLULU, HI 96816",21.271480310000072,-157.80021301299993,POINT (-157.8002130129999 21.27148031000007),"4303,  Diamond Head Road , Honolulu, Honolulu County, Hawaii, 96816, United States"
44876,55,,,Mahalani,Street,,Maui County,55 Mahalani St,,Wailuku,Hawaii,96793,HI,"55 MAHALANI ST, WAILUKU, HI 96793",20.88816198301949,-156.48827311941656,POINT (-156.4882731194166 20.88816198301949),"55,  Mahalani Street , Wailuku, Maui County, Hawaii, 96793, United States"
38412,1251,,,Kilauea,Avenue,,Santa Clara County,1251 Kilauea Avenue,,Hilo,Hawaii,96720,HI,"1251 KILAUEA AVENUE, HILO, HI 96720",37.15727467672266,-121.65432538448422,POINT (-121.6543253844842 37.15727467672266),"1251,  Kilauea Avenue , Hilo, Santa Clara County, Hawaii, 96720, United States"
32927,1301,,,Punchbowl,Street,,Honolulu County,1301 Punchbowl Street,,Honolulu,Hawaii,96813,HI,"1301 PUNCHBOWL STREET, HONOLULU, HI 96813",21.3080396,-157.85363852,POINT (-157.85363852 21.3080396),"1301,  Punchbowl Street , Honolulu, Honolulu County, Hawaii, 96813, United States"
38441,850,,,Kamehameha,Highway,,Santa Clara County,850 Kamehameha Highway,,Pearl City,Hawaii,96782,HI,"850 KAMEHAMEHA HIGHWAY, PEARL CITY, HI 96782",37.32386672129331,-121.91339410905788,POINT (-121.9133941090579 37.32386672129331),"850,  Kamehameha Highway , Pearl City, Santa Clara County, Hawaii, 96782, United States"
48072,909,,,Haumea,Street,,Honolulu County,909 Haumea St,,Kapolei,Hawaii,96707,HI,"909 HAUMEA ST, KAPOLEI, HI 96707",21.333361252163616,-158.08022421499717,POINT (-158.0802242149972 21.33336125216362),"909,  Haumea Street , Kapolei, Honolulu County, Hawaii, 96707, United States"
36285,349,,,Lahainaluna,Road,,Maui County,349 Lahainaluna Rd,,Lahaina,Hawaii,96761,HI,"349 Lahainaluna Rd, Lahaina, HI 96761",20.879319000126426,-156.67495299981968,POINT (-156.6749529998197 20.87931900012643),"349,  Lahainaluna Road , Lahaina, Maui County, Hawaii, 96761, United States"
36157,2199,,,Kalia,Road,,Honolulu County,2199 Kalia Rd,,Honolulu,Hawaii,96815,HI,"2199 Kalia Rd, Honolulu, HI 96815",21.278222000027377,-157.83243799981207,POINT (-157.8324379998121 21.27822200002738),"2199,  Kalia Road , Honolulu, Honolulu County, Hawaii, 96815, United States"
33400,1000,,,Lincoln,Circle,Southeast,Sioux County,1000 Lincoln Circle Se,,Orange City,Iowa,51041,IA,"1000 LINCOLN CIRCLE SE, ORANGE CITY, IA 51041",42.9945415400001,-96.04511059,POINT (-96.04511058999999 42.9945415400001),"1000,  Lincoln Circle Southeast, Orange City, Sioux County, Iowa, 51041, United States"
17936,141,,,Main,Street,,Bremer County,141 Main Street,,Readlyn,Iowa,50668,IA,"141 Main Street, Readlyn, Iowa 50668",42.70144,-92.225479,POINT (-92.22547900000001 42.70144),"141,  Main Street , Readlyn, Bremer County, Iowa, 50668, United States"
33340,350,North,,Grandview,Avenue,,Dubuque County,350 North Grandview Avenue,,Dubuque,Iowa,52001,IA,"350 NORTH GRANDVIEW AVENUE, DUBUQUE, IA 52001",42.4962569800001,-90.68615902,POINT (-90.68615902000001 42.4962569800001),"350,North  Grandview Avenue , Dubuque, Dubuque County, Iowa, 52001, United States"
33368,1002,South,,Lincoln,Street,,Marion County,1002 South Lincoln Street,,Knoxville,Iowa,50138,IA,"1002 SOUTH LINCOLN STREET, KNOXVILLE, IA 50138",41.31111781,-93.11181984,POINT (-93.11181984 41.31111781),"1002,South  Lincoln Street , Knoxville, Marion County, Iowa, 50138, United States"
33350,201,East,,J,Avenue,,Grundy County,201 East J Avenue,,Grundy Center,Iowa,50638,IA,"201 EAST J AVENUE, GRUNDY CENTER, IA 50638",42.35939319,-92.76196328,POINT (-92.76196328 42.35939319),"201,East  J Avenue , Grundy Center, Grundy County, Iowa, 50638, United States"
43055,311,,,1st,Avenue,South,Webster County,311 1St Avenue South,,Fort Dodge,Iowa,50501,IA,"311 1ST AVENUE SOUTH, FORT DODGE, IA 50501",42.50298702464785,-94.19328920045292,POINT (-94.19328920045292 42.50298702464785),"311,  1st Avenue South, Fort Dodge, Webster County, Iowa, 50501, United States"
63580,6601,Southwest,,9th,Street,,Polk County,6601 Southwest 9Th Street,,Des Moines,Iowa,50315,IA,"6601 SOUTHWEST 9TH STREET, DES MOINES, IA 50315",41.52464737892036,-93.62503453195605,POINT (-93.62503453195605 41.52464737892036),"6601,Southwest  9th Street , Des Moines, Polk County, Iowa, 50315, United States"
33351,112,,,Jefferson,Street,,Fayette County,112 Jefferson Street,,West Union,Iowa,52175,IA,"112 JEFFERSON STREET, WEST UNION, IA 52175",42.9682880500001,-91.81011488,POINT (-91.81011488 42.9682880500001),"112,  Jefferson Street , West Union, Fayette County, Iowa, 52175, United States"
17902,97,,,Main,Avenue,,Benton County,97 Main Avenue,,Atkins,Iowa,52206,IA,"97 Main Avenue, Atkins, Iowa 52206",41.99629,-91.862048,POINT (-91.862048 41.99629),"97,  Main Avenue , Atkins, Benton County, Iowa, 52206, United States"
33392,801,,,Fifth,Street,,Woodbury County,801 Fifth Street,,Sioux City,Iowa,51101,IA,"801 FIFTH STREET, SIOUX CITY, IA 51101",42.4956386000001,-96.4009146,POINT (-96.40091459999999 42.4956386000001),"801,  Fifth Street , Sioux City, Woodbury County, Iowa, 51101, United States"
63579,800,East,,First,Street,,Polk County,800 East First Street,,Ankeny,Iowa,50021,IA,"800 EAST FIRST STREET, ANKENY, IA 50021",41.73336498186903,-93.58774495337084,POINT (-93.58774495337084 41.73336498186903),"800,East  First Street , Ankeny, Polk County, Iowa, 50021, United States"
14860,2600,South,,9th,Street,,Pottawattamie County,2600 South 9Th St,,Council Bluffs,Iowa,51501,IA,"2600 SOUTH 9TH ST, COUNCIL BLUFFS, IA 51501",41.261223787000056,-95.85094491399995,POINT (-95.85094491399995 41.26122378700006),"2600,South  9th Street , Council Bluffs, Pottawattamie County, Iowa, 51501, United States"
43607,400,West,,4th,Street,,Scott County,400 West 4Th Street,,Davenport,Iowa,52801,IA,"400 WEST 4TH STREET, DAVENPORT, IA 52801",41.52413559735181,-90.57946629694312,POINT (-90.57946629694312 41.52413559735181),"400,West  4th Street , Davenport, Scott County, Iowa, 52801, United States"
53213,205,,,First,Street,,Owyhee County,205 First Street,,Grand View,Idaho,83624,ID,"205 FIRST STREET, GRAND VIEW, ID 83624",42.98734447015651,-116.09382677557932,POINT (-116.0938267755793 42.98734447015651),"205,  First Street , Grand View, Owyhee County, Idaho, 83624, United States"
61467,1060,,,Fox Acres,Road,,Blaine County,1060 Fox Acres Road,,Hailey,Idaho,83333,ID,"1060 FOX ACRES ROAD, HAILEY, ID 83333",43.520691931927885,-114.31658128074136,POINT (-114.3165812807414 43.52069193192789),"1060,  Fox Acres Road , Hailey, Blaine County, Idaho, 83333, United States"
7558,2530,South,,Broadway,Avenue,,Ada County,2530 S Broadway Ave,,Boise,Idaho,83706,ID,"2530 S BROADWAY AVE, BOISE, ID 83706",43.577872999705406,-116.19360499968768,POINT (-116.1936049996877 43.57787299970541),"2530,South  Broadway Avenue , Boise, Ada County, Idaho, 83706, United States"
56822,299,,Highway,30,,,Twin Falls County,299 Highway 30,,Filer,Idaho,83328,ID,"299 HIGHWAY 30, FILER, ID 83328",42.56316847119113,-114.6072002089224,POINT (-114.6072002089224 42.56316847119113),"299, Highway 30  , Filer, Twin Falls County, Idaho, 83328, United States"
7924,515,East,,Ridge,Drive,,Ada County,515 E Ridge Dr,,Eagle,Idaho,83616,ID,"515 E RIDGE DR, EAGLE, ID 83616",43.70498200006959,-116.34684800033776,POINT (-116.3468480003378 43.70498200006959),"515,East  Ridge Drive , Eagle, Ada County, Idaho, 83616, United States"
7483,845,,,Hyde,Avenue,,Bannock County,845 Hyde Ave,,Pocatello,Idaho,83201,ID,"845 HYDE AVE, POCATELLO, ID 83201",42.88882299982857,-112.43670199986484,POINT (-112.4367019998648 42.88882299982857),"845,  Hyde Avenue , Pocatello, Bannock County, Idaho, 83201, United States"
7456,6439,North,,4th,Street,,Kootenai County,6439 N 4Th St,,Dalton Gdns,Idaho,83815,ID,"6439 N 4TH ST, DALTON GDNS, ID 83815",47.730340000190026,-116.77614199961366,POINT (-116.7761419996137 47.73034000019003),"6439,North  4th Street , Dalton Gdns, Kootenai County, Idaho, 83815, United States"
3246,2002,,,Filer,Avenue,East,Twin Falls County,2002 Filer Ave E,,Twin Falls,Idaho,83301,ID,"2002 FILER AVE E, TWIN FALLS, ID 83301",42.57036599988791,-114.44545599978444,POINT (-114.4454559997844 42.57036599988791),"2002,  Filer Avenue East, Twin Falls, Twin Falls County, Idaho, 83301, United States"
7754,11737,North,,35th,,East,Bonneville County,11737 N 35Th E,,Idaho Falls,Idaho,83401,ID,"11737 N 35TH E, IDAHO FALLS, ID 83401",43.60067999983821,-111.96382899959434,POINT (-111.9638289995943 43.60067999983821),"11737,North  35th  East, Idaho Falls, Bonneville County, Idaho, 83401, United States"
60535,13600,West,,Mcmillan,Road,,Ada County,13600 West Mcmillan Road,,Boise,Idaho,83713,ID,"13600 WEST MCMILLAN ROAD, BOISE, ID 83713",43.64943308727061,-116.35170317885276,POINT (-116.3517031788528 43.64943308727061),"13600,West  Mcmillan Road , Boise, Ada County, Idaho, 83713, United States"
59757,3730,North,,Linder,Road,,Ada County,3730 North Linder Road,,Meridian,Idaho,83646,ID,"3730 NORTH LINDER ROAD, MERIDIAN, ID 83646",43.63854351471991,-116.41220296511666,POINT (-116.4122029651167 43.63854351471991),"3730,North  Linder Road , Meridian, Ada County, Idaho, 83646, United States"
6359,11437,,,Orchard,Avenue,,Canyon County,11437 Orchard Ave,,Nampa,Idaho,83651,ID,"11437 ORCHARD AVE, NAMPA, ID 83651",43.590362000140495,-116.62238000000312,POINT (-116.6223800000031 43.59036200014049),"11437,  Orchard Avenue , Nampa, Canyon County, Idaho, 83651, United States"
19794,399,North,,Capital,Avenue,,Bonneville County,399 N Capital Ave,,Idaho Falls,Idaho,83402,ID,"399 N CAPITAL AVE, Idaho Falls, Idaho 83402",43.4927890000001,-112.042178,POINT (-112.042178 43.4927890000001),"399,North  Capital Avenue , Idaho Falls, Bonneville County, Idaho, 83402, United States"
33027,500,West,,Romeo B Garrett,Avenue,,Peoria County,500 W Romeo B Garrett Ave,,Peoria,Illinois,61605,IL,"500 W ROMEO B GARRETT AVE, PEORIA, IL 61605",40.6928886200001,-89.6007296499999,POINT (-89.60072964999991 40.6928886200001),"500,West  Romeo B Garrett Avenue , Peoria, Peoria County, Illinois, 61605, United States"
33030,100,,,Dr Warren Tuttle,Drive,,Saline County,100 Dr Warren Tuttle Dr,,Harrisburg,Illinois,62946,IL,"100 DR WARREN TUTTLE DR, HARRISBURG, IL 62946",37.73104361,-88.52313398,POINT (-88.52313398 37.73104361),"100,  Dr Warren Tuttle Drive , Harrisburg, Saline County, Illinois, 62946, United States"
48472,66,,,Norfolk,Avenue,,DuPage County,66 Norfolk Ave,,Clarendon Hills,Illinois,60514,IL,"66 NORFOLK AVE, CLARENDON HILLS, IL 60514",41.80246315377799,-87.95033619028727,POINT (-87.95033619028727 41.80246315377799),"66,  Norfolk Avenue , Clarendon Hills, DuPage County, Illinois, 60514, United States"
