location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address,Primary RUCA Code 2010,rural,tribal,rural_tribal
35308,210,,,Martin Luther King Jr,Boulevard,,Dane County,210 Martin Luther King Jr Blvd,,Madison,Wisconsin,53703,WI,"210 MARTIN LUTHER KING JR BLVD, MADISON, WI 53703",43.07242025792255,-89.38245163975824,POINT (-89.38245163975824 43.07242025792255),"210,  Martin Luther King Jr Boulevard , Madison, Dane County, Wisconsin, 53703, United States",1.0,0,0,0
35307,21425,,,Spring,Street,,Racine County,21425 Spring St,,Union Grove,Wisconsin,53182,WI,"21425 SPRING ST, UNION GROVE, WI 53182",42.69455633560394,-88.07952461347887,POINT (-88.07952461347887 42.69455633560394),"21425,  Spring Street , Union Grove, Racine County, Wisconsin, 53182, United States",7.0,1,0,0
43367,1402,,,Wyoming,Way,,Dane County,1402 Wyoming Way,,Madison,Wisconsin,53704,WI,"1402 WYOMING WAY, MADISON, WI 53704",43.146511087800725,-89.37015541038694,POINT (-89.37015541038694 43.14651108780073),"1402,  Wyoming Way , Madison, Dane County, Wisconsin, 53704, United States",1.0,0,0,0
34373,123,,,Temple,Street,,Summers County,123 Temple Street,,Hinton,West Virginia,25951,WV,"123 TEMPLE STREET, HINTON, WV 25951",37.67384113568408,-80.89161381106551,POINT (-80.89161381106551 37.67384113568408),"123,  Temple Street , Hinton, Summers County, West Virginia, 25951, United States",7.0,1,0,0
30163,265,West,,1st,Street,,Wayne County,265 W 1St St,,Ceredo,West Virginia,25507,WV,"265 W 1st St, Ceredo, WV 25507",38.39716899994287,-82.55988700008798,POINT (-82.55988700008798 38.39716899994287),"265,West  1st Street , Ceredo, Wayne County, West Virginia, 25507, United States",1.0,0,0,0
25940,2651,,,Flat Top,Road,,Raleigh County,2651 Flat Top Road,,Ghent,West Virginia,25843,WV,"2651 Flat Top Road, Ghent, WV 25843",37.63126060043734,-81.10382949978009,POINT (-81.10382949978009 37.63126060043734),"2651,  Flat Top Road , Ghent, Raleigh County, West Virginia, 25843, United States",2.0,0,0,0
25844,1989,,,Grafton,Road,,Monongalia County,1989 Grafton Road,,Morgantown,West Virginia,26508,WV,"1989 Grafton Road, Morgantown, WV 26508",39.54460420017588,-79.93368589894473,POINT (-79.93368589894473 39.54460420017588),"1989,  Grafton Road , Morgantown, Monongalia County, West Virginia, 26508, United States",2.0,0,0,0
30566,607,,,3rd,Avenue,,Cabell County,607 3Rd Ave,,Huntington,West Virginia,25701,WV,"607 3rd Ave, Huntington, WV 25701",38.42096200003904,-82.44853799991135,POINT (-82.44853799991135 38.42096200003904),"607,  3rd Avenue , Huntington, Cabell County, West Virginia, 25701, United States",1.0,0,0,0
17489,300,,,Campus,Drive,,Wood County,300 Campus Drive,,Parkersburg,West Virginia,26104,WV,"300 CAMPUS DRIVE, PARKERSBURG, WV 26104",39.21637900000008,-81.50619199999994,POINT (-81.50619199999994 39.21637900000008),"300,  Campus Drive , Parkersburg, Wood County, West Virginia, 26104, United States",1.0,0,0,0
42185,1,,,Wildcat,Way,,Logan County,1 Wildcat Way,,"Midelburg Islan, Logan",West Virginia,25601,WV,"1 WILDCAT WAY MIDELBURG ISLAN, LOGAN, WV 25601",37.852056343992096,-81.99584029225132,POINT (-81.99584029225132 37.8520563439921),"1,  Wildcat Way , Midelburg Islan, Logan, Logan County, West Virginia, 25601, United States",2.0,0,0,0
31885,4545,,,5th street,Road,,Wayne County,4545 5Th Street Rd,,Huntington,West Virginia,25701,WV,"4545 5th Street Rd, Huntington, WV 25701",38.3366500003042,-82.45422500041316,POINT (-82.45422500041316 38.3366500003042),"4545,  5th street Road , Huntington, Wayne County, West Virginia, 25701, United States",1.0,0,0,0
25771,158,,,Michigan,Avenue,,Fayette County,158 Michigan Avenue,,Smithers,West Virginia,25186,WV,"158 Michigan Avenue, Smithers, WV 25186",38.17515563960985,-81.30502319317914,POINT (-81.30502319317914 38.17515563960985),"158,  Michigan Avenue , Smithers, Fayette County, West Virginia, 25186, United States",2.0,0,0,0
17723,422,,,Dickinson,Street,,Kanawha County,422 Dickinson St,,Charleston,West Virginia,25301,WV,"422 DICKINSON ST, CHARLESTON, WV 25301",38.35101700600006,-81.62987599999997,POINT (-81.62987599999997 38.35101700600006),"422,  Dickinson Street , Charleston, Kanawha County, West Virginia, 25301, United States",1.0,0,0,0
17385,13650,,,Apple Harvest,Drive,,Berkeley County,13650 Apple Harvest Drive,,Martinsburg,West Virginia,25403,WV,"13650 APPLE HARVEST DRIVE, MARTINSBURG, WV 25403",39.43537600000008,-78.00185299999998,POINT (-78.00185299999998 39.43537600000008),"13650,  Apple Harvest Drive , Martinsburg, Berkeley County, West Virginia, 25403, United States",1.0,0,0,0
36916,50140,,Us Hwy,191,,South,Sweetwater County,50140 Us Hwy 191 S,,Rock Springs,Wyoming,82901,WY,"50140 US HWY 191 S, ROCK SPRINGS, WY 82901",41.53720554241372,-109.30153318718172,POINT (-109.3015331871817 41.53720554241372),"50140, Us Hwy 191  South, Rock Springs, Sweetwater County, Wyoming, 82901, United States",4.0,1,0,0
10730,1452,,,Cedar,Street,,Platte County,1452 Cedar St,,Wheatland,Wyoming,82201,WY,"1452 CEDAR ST, WHEATLAND, WY 82201",42.05897900007506,-104.96101200011968,POINT (-104.9610120001197 42.05897900007506),"1452,  Cedar Street , Wheatland, Platte County, Wyoming, 82201, United States",7.0,1,0,0
30797,4015,,,Plaza,Drive,,Natrona County,4015 Plaza Dr,,Casper,Wyoming,82604,WY,"4015 Plaza Dr, Casper, WY 82604",42.81763999986204,-106.36906399966648,POINT (-106.3690639996665 42.81763999986204),"4015,  Plaza Drive , Casper, Natrona County, Wyoming, 82604, United States",1.0,0,0,0
10708,224,,,West,Road,,Weston County,224 West Rd,,Newcastle,Wyoming,82701,WY,"224 WEST RD, NEWCASTLE, WY 82701",43.85361100006953,-104.22238500035472,POINT (-104.2223850003547 43.85361100006953),"224,  West Road , Newcastle, Weston County, Wyoming, 82701, United States",7.0,1,0,0
14443,3601,,,Southern,Drive,,Campbell County,3601 Southern Dr,,Gillette,Wyoming,82718,WY,"3601 SOUTHERN DR, GILLETTE, WY 82718",44.24637299995352,-105.5503810003951,POINT (-105.5503810003951 44.24637299995352),"3601,  Southern Drive , Gillette, Campbell County, Wyoming, 82718, United States",5.0,1,0,0
10753,2016,South,,Melrose,Street,,Natrona County,2016 S Melrose St,,Casper,Wyoming,82601,WY,"2016 S MELROSE ST, CASPER, WY 82601",42.82874900032704,-106.3085390003875,POINT (-106.3085390003875 42.82874900032704),"2016,South  Melrose Street , Casper, Natrona County, Wyoming, 82601, United States",1.0,0,0,0
9830,5901,,,Coffeen,Avenue,,Sheridan County,5901 Coffeen Ave,LOT 67,Sheridan,Wyoming,82801,WY,"5901 COFFEEN AVE LOT 67, SHERIDAN, WY 82801",44.73373799979686,-106.9496270002646,POINT (-106.9496270002646 44.73373799979686),"5901,  Coffeen Avenue , Sheridan, Sheridan County, Wyoming, 82801, United States",5.0,1,0,0
10733,1215,East,,Gibbon,Street,,Albany County,1215 E Gibbon St,,Laramie,Wyoming,82072,WY,"1215 E GIBBON ST, LARAMIE, WY 82072",41.317888000253234,-105.58037000031068,POINT (-105.5803700003107 41.31788800025323),"1215,East  Gibbon Street , Laramie, Albany County, Wyoming, 82072, United States",4.0,1,0,0
10723,2190,West,,Teton,Boulevard,,Sweetwater County,2190 W Teton Blvd,,Green River,Wyoming,82935,WY,"2190 W TETON BLVD, GREEN RIVER, WY 82935",41.49579699993061,-109.46019600043188,POINT (-109.4601960004319 41.49579699993061),"2190,West  Teton Boulevard , Green River, Sweetwater County, Wyoming, 82935, United States",4.0,1,0,0
10712,2155,,,Frances,Street,,Natrona County,2155 Frances St,,Casper,Wyoming,82601,WY,"2155 FRANCES ST, CASPER, WY 82601",42.827140999868426,-106.31636699972336,POINT (-106.3163669997234 42.82714099986843),"2155,  Frances Street , Casper, Natrona County, Wyoming, 82601, United States",1.0,0,0,0
10735,5028,,,Casper Mountain,Road,,Natrona County,5028 Casper Mountain Rd,,Casper,Wyoming,82601,WY,"5028 CASPER MOUNTAIN RD, CASPER, WY 82601",42.79556299996315,-106.33170400034952,POINT (-106.3317040003495 42.79556299996315),"5028,  Casper Mountain Road , Casper, Natrona County, Wyoming, 82601, United States",1.0,0,0,0
