index,Location_id,address_1,address_2,city,state,zip,county,location_source_value,latitude,longitude,address_type,state_abbr,flag,geometry,ZCTA5CE20,NAMELSAD_COUNTY_20,county_match
4604,11465,Po Box 1330,,West Jordan,Utah,84084,Salt Lake County,"PO BOX 1330, WEST JORDAN, UT 84084",40.62196100013856,-111.93493099999807,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9349309999981 40.62196100013856),84084,Salt Lake County,1
4607,11477,Po Box 1108,,Hermiston,Oregon,97838,Umatilla County,"PO BOX 1108, HERMISTON, OR 97838",45.84213599980447,-119.28702600032354,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-119.2870260003235 45.84213599980447),97838,Umatilla County,1
4609,11481,Po Box 17551,,Salem,Oregon,97305,Marion County,"PO BOX 17551, SALEM, OR 97305",44.95867099982117,-122.98264999993364,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.9826499999336 44.95867099982117),97305,Marion County,1
4612,11488,Po Box 355,,Hillsboro,Oregon,97123,Washington County,"PO BOX 355, HILLSBORO, OR 97123",45.515044000122565,-122.9666710003234,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.9666710003234 45.51504400012256),97123,Washington County,1
4614,11491,Po Box 2053,,Santa Cruz,New Mexico,87567,Santa Fe County,"PO BOX 2053, SANTA CRUZ, NM 87567",36.001240000192986,-105.98389000008696,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-105.983890000087 36.00124000019299),87567,Santa Fe County,1
4619,11520,"3922 Blue Gull St, N",,Las Vegas,Nevada,89032,Clark County,"3922 BLUE GULL ST, N LAS VEGAS, NV 89032",36.23101100002057,-115.14723600024344,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.1472360002434 36.23101100002057),89032,Clark County,1
4620,11522,Po Box 291,,Gervais,Oregon,97026,Marion County,"PO BOX 291, GERVAIS, OR 97026",45.108761000017566,-122.89639100043972,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.8963910004397 45.10876100001757),97026,Marion County,1
4626,11545,Po Box 716,,Belen,New Mexico,87002,Valencia County,"PO BOX 716, BELEN, NM 87002",34.66466000029223,-106.77569199964591,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.7756919996459 34.66466000029223),87002,Valencia County,1
4627,11548,Po Box 95064,,South Jordan,Utah,84095,Salt Lake County,"PO BOX 95064, SOUTH JORDAN, UT 84095",40.54284000000891,-111.97932199985613,PO Box,UT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9793219998561 40.54284000000891),84095,Salt Lake County,1
4628,11550,Po Box 1,,Eagle Nest,New Mexico,87718,Colfax County,"PO BOX 1, EAGLE NEST, NM 87718",36.54784299969111,-105.30599299964038,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-105.3059929996404 36.54784299969111),87718,Colfax County,1
4630,11556,Po Box 318,,Bennett,Colorado,80102,Adams County,"PO BOX 318, BENNETT, CO 80102",39.75727600017139,-104.43114899967227,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.4311489996723 39.75727600017139),80102,Adams County,1
4633,11560,Po Box 547,,Priest River,Idaho,83856,Bonner County,"PO BOX 547, PRIEST RIVER, ID 83856",48.18476399984049,-116.9115090004202,PO Box,ID,FAILED DUE TO PO BOX ADDRESS,POINT (-116.9115090004202 48.18476399984049),83856,Bonner County,1
4635,11562,Po Box 1294,,Hillsboro,Oregon,97123,Washington County,"PO BOX 1294, HILLSBORO, OR 97123",45.515044000122565,-122.9666710003234,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.9666710003234 45.51504400012256),97123,Washington County,1
4640,11576,Po Box 291089,,Denver,Colorado,80229,Adams County,"PO BOX 291089, DENVER, CO 80229",39.84526299966061,-104.9655680001192,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.9655680001192 39.84526299966061),80229,Adams County,1
4642,11580,Po Box 41842,,Eugene,Oregon,97404,Lane County,"PO BOX 41842, EUGENE, OR 97404",44.08982000013004,-123.12611100021486,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.1261110002149 44.08982000013004),97404,Lane County,1
4647,11589,Po Box 3095,,Corrales,New Mexico,87048,Sandoval County,"PO BOX 3095, CORRALES, NM 87048",35.22495999995512,-106.614812000354,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.614812000354 35.22495999995512),87048,Sandoval County,1
4648,11601,Po Box 42,,Stanfield,Arizona,85172,Pinal County,"PO BOX 42, STANFIELD, AZ 85172",32.94548499979233,-111.94412500001287,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9441250000129 32.94548499979233),85172,Pinal County,1
4649,11607,Po Box 3959,,Flagstaff,Arizona,86003,Coconino County,"PO BOX 3959, FLAGSTAFF, AZ 86003",35.20948199997758,-111.6099679998782,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.6099679998782 35.20948199997758),86003,Coconino County,1
4651,11616,Po Box 233,,Westcliffe,Colorado,81252,Custer County,"PO BOX 233, WESTCLIFFE, CO 81252",38.13621499970347,-105.4467919997823,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-105.4467919997823 38.13621499970347),81252,Custer County,1
4654,11617,Po Box 958,,Erie,Colorado,80516,Weld County,"PO BOX 958, ERIE, CO 80516",40.00793500009235,-105.02898999971414,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-105.0289899997141 40.00793500009235),80516,Weld County,1
4655,11629,Po Box 3056,,Saint Johns,Arizona,85936,Apache County,"PO BOX 3056, SAINT JOHNS, AZ 85936",34.50327700006861,-109.37919600002095,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.379196000021 34.50327700006861),85936,Apache County,1
4659,11641,558 CASTLE PINES PKWY B4-352 415 TH,, CASTLE PINES,Colorado,80108,Douglas County,"558 CASTLE PINES PKWY B4-352 415 TH, CASTLE PINES, CO 80108",39.47215900015498,-104.87541300005152,,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-104.8754130000515 39.47215900015498),80108,Douglas County,1
4660,11646,Po Box 417,,Christmas Vly,Oregon,97641,Lake County,"PO BOX 417, CHRISTMAS VLY, OR 97641",43.239721000218665,-120.68108699983158,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-120.6810869998316 43.23972100021867),97641,Lake County,1
4661,11650,Po Box 234,,Collbran,Colorado,81624,Mesa County,"PO BOX 234, COLLBRAN, CO 81624",39.239966000226026,-107.95873299957798,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-107.958732999578 39.23996600022603),81624,Mesa County,1
4663,11660,Po Box 804,,Datil,New Mexico,87821,Catron County,"PO BOX 804, DATIL, NM 87821",34.149940999914456,-107.8843620000252,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-107.8843620000252 34.14994099991446),87821,Catron County,1
4667,11684,Po Box 6481,,Denver,Colorado,80206,Denver County,"PO BOX 6481, DENVER, CO 80206",39.73924000021928,-104.95846100030845,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.9584610003084 39.73924000021928),80206,Denver County,1
4672,11714,Po Box 541,,Maricopa,Arizona,85139,Pinal County,"PO BOX 541, MARICOPA, AZ 85139",32.88007000001453,-112.08134399994852,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.0813439999485 32.88007000001453),85139,Pinal County,1
4673,11715,Po Box 20,,Williams,Oregon,97544,Josephine County,"PO BOX 20, WILLIAMS, OR 97544",42.28398599999665,-123.26889100025562,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.2688910002556 42.28398599999665),97544,Josephine County,1
4679,11731,Po Box 779,,Lovelock,Nevada,89419,Pershing County,"PO BOX 779, LOVELOCK, NV 89419",40.19849099980937,-118.44586100008208,PO Box,NV,FAILED DUE TO PO BOX ADDRESS,POINT (-118.4458610000821 40.19849099980937),89419,Pershing County,1
4680,11733,Po Box 40798,,Grand Jct,Colorado,81504,Mesa County,"PO BOX 40798, GRAND JCT, CO 81504",39.08119999975404,-108.50513200002754,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-108.5051320000275 39.08119999975404),81504,Mesa County,1
4681,11735,7558 W Thunderbird Rd,STE 1 PMB 291,Peoria,Arizona,85381,Maricopa County,"7558 W THUNDERBIRD RD STE 1 PMB 291, PEORIA, AZ 85381",33.61030500033041,-112.22241699972685,Street Address,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.2224169997268 33.61030500033041),85381,Maricopa County,1
4683,11743,Po Box 601,,Congress,Arizona,85332,Yavapai County,"PO BOX 601, CONGRESS, AZ 85332",34.169166000045415,-112.8586840001889,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.8586840001889 34.16916600004541),85332,Yavapai County,1
4688,11759,Po Box 4635,,Medford,Oregon,97501,Jackson County,"PO BOX 4635, MEDFORD, OR 97501",42.323156999920286,-122.87430600002804,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.874306000028 42.32315699992029),97501,Jackson County,1
4690,11762,Po Box 5043,,Bernalillo,New Mexico,87004,Sandoval County,"PO BOX 5043, BERNALILLO, NM 87004",35.302305000151314,-106.54992699999576,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.5499269999958 35.30230500015131),87004,Sandoval County,1
4693,11768,Po Box 39,,Wiley,Colorado,81092,Prowers County,"PO BOX 39, WILEY, CO 81092",38.15793599967232,-102.7197049996831,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-102.7197049996831 38.15793599967232),81092,Prowers County,1
4695,11773,Po Box 5073,,Aloha,Oregon,97006,Washington County,"PO BOX 5073, ALOHA, OR 97006",45.52201100026866,-122.86333299978077,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.8633329997808 45.52201100026866),97006,Washington County,1
4698,11780,Po Box 249,,Cascade,Idaho,83611,Valley County,"PO BOX 249, CASCADE, ID 83611",44.51579100021195,-116.04614200032412,PO Box,ID,FAILED DUE TO PO BOX ADDRESS,POINT (-116.0461420003241 44.51579100021195),83611,Valley County,1
4703,11798,Po Box 997,,Clackamas,Oregon,97015,Clackamas County,"PO BOX 997, CLACKAMAS, OR 97015",45.40729699982595,-122.56900600038006,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.5690060003801 45.40729699982595),97015,Clackamas County,1
4704,11805,Po Box 1370,,Cedar Crest,New Mexico,87008,Bernalillo County,"PO BOX 1370, CEDAR CREST, NM 87008",35.11495200003477,-106.3753110000349,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.3753110000349 35.11495200003477),87008,Bernalillo County,1
4705,11806,Po Box 2778,,Saint Johns,Arizona,85936,Apache County,"PO BOX 2778, SAINT JOHNS, AZ 85936",34.50327700006861,-109.37919600002095,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.379196000021 34.50327700006861),85936,Apache County,1
4708,11816,Po Box 1677,,La Pine,Oregon,97739,Deschutes County,"PO BOX 1677, LA PINE, OR 97739",43.6701859997232,-121.50221299985748,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-121.5022129998575 43.6701859997232),97739,Deschutes County,1
4710,11820,Po Box 595,,Dove Creek,Colorado,81324,Dolores County,"PO BOX 595, DOVE CREEK, CO 81324",37.76096999972659,-108.93496699980184,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-108.9349669998018 37.76096999972659),81324,Dolores County,1
4712,11821,Po Box 2401,,Milan,New Mexico,87021,Cibola County,"PO BOX 2401, MILAN, NM 87021",35.172153000061186,-107.89190999987692,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-107.8919099998769 35.17215300006119),87021,Cibola County,1
4713,11827,Po Box 8381,,Surprise,Arizona,85374,Maricopa County,"PO BOX 8381, SURPRISE, AZ 85374",33.651385999936146,-112.41847399966883,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4184739996688 33.65138599993615),85374,Maricopa County,1
4714,11830,Po Box 12,,Wenden,Arizona,85357,La Paz County,"PO BOX 12, WENDEN, AZ 85357",33.820130999782364,-113.54812399989682,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-113.5481239998968 33.82013099978236),85357,La Paz County,1
4716,11841,Po Box 19633,,Colo City,Colorado,81019,Pueblo County,"PO BOX 19633, COLO CITY, CO 81019",37.94450500005138,-104.8352610000006,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.8352610000006 37.94450500005138),81019,Pueblo County,1
4718,11852,Po Box 11327,,Portland,Oregon,97211,Multnomah County,"PO BOX 11327, PORTLAND, OR 97211",45.56046300016693,-122.65250599965027,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.6525059996503 45.56046300016693),97211,Multnomah County,1
4719,11853,Po Box 49151,,Denver,Colorado,80249,Denver County,"PO BOX 49151, DENVER, CO 80249",39.78245999993524,-104.76311200037112,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.7631120003711 39.78245999993524),80249,Denver County,1
4722,11858,Po Box 3212,,Edgewood,New Mexico,87015,Santa Fe County,"PO BOX 3212, EDGEWOOD, NM 87015",35.059838999655696,-106.19871300035032,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.1987130003503 35.0598389996557),87015,Santa Fe County,1
4725,11863,Po Box 156,,Lame Deer,Montana,59043,Rosebud County,"PO BOX 156, LAME DEER, MT 59043",45.61676499993206,-106.66571099979808,PO Box,MT,FAILED DUE TO PO BOX ADDRESS,POINT (-106.6657109997981 45.61676499993206),59043,Rosebud County,1
4727,11868,Po Box 1033,,Douglas,Wyoming,82633,Converse County,"PO BOX 1033, DOUGLAS, WY 82633",42.75683099988486,-105.38001699976182,PO Box,WY,FAILED DUE TO PO BOX ADDRESS,POINT (-105.3800169997618 42.75683099988486),82633,Converse County,1
4729,11869,Po Box 713,,Gaston,Oregon,97119,Washington County,"PO BOX 713, GASTON, OR 97119",45.43688100003907,-123.14217400038902,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.142174000389 45.43688100003907),97119,Washington County,1
4732,11874,Po Box 1504,,Las Cruces,New Mexico,88004,Doña Ana County,"PO BOX 1504, LAS CRUCES, NM 88004",32.31179999995623,-106.7775410001986,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.7775410001986 32.31179999995623),88004,Doña Ana County,1
4735,11877,Po Box 1110,,Farmington,New Mexico,87499,San Juan County,"PO BOX 1110, FARMINGTON, NM 87499",36.74762100006461,-108.1766720004404,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.1766720004404 36.74762100006461),87499,San Juan County,1
4736,11884,Po Box 651,,Springer,New Mexico,87747,Colfax County,"PO BOX 651, SPRINGER, NM 87747",36.36062499991626,-104.59603699969097,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-104.596036999691 36.36062499991626),87747,Colfax County,1
4739,11897,Po Box 7442,,Beaverton,Oregon,97007,Washington County,"PO BOX 7442, BEAVERTON, OR 97007",45.43398900002399,-122.83257999978404,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.832579999784 45.43398900002399),97007,Washington County,1
4741,11900,Po Box 2067,,Green Valley,Arizona,85622,Pima County,"PO BOX 2067, GREEN VALLEY, AZ 85622",31.827816000144328,-111.01209199967626,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.0120919996763 31.82781600014433),85622,Pima County,1
4743,11902,Po Box 605,,Absarokee,Montana,59001,Stillwater County,"PO BOX 605, ABSAROKEE, MT 59001",45.52122099973703,-109.44342500025309,PO Box,MT,FAILED DUE TO PO BOX ADDRESS,POINT (-109.4434250002531 45.52122099973703),59001,Stillwater County,1
4745,11911,Po Box 627,,Las Vegas,New Mexico,87701,San Miguel County,"PO BOX 627, LAS VEGAS, NM 87701",35.590666999965656,-105.22637999982476,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-105.2263799998248 35.59066699996566),87701,San Miguel County,1
4747,11915,Po Box 1139,,Tucson,Arizona,85734,Pima County,"PO BOX 1139, TUCSON, AZ 85734",32.13306100027592,-110.9744219998396,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.9744219998396 32.13306100027592),85734,Pima County,1
4750,11919,Po Box 249,,Wiley,Colorado,81092,Prowers County,"PO BOX 249, WILEY, CO 81092",38.15793599967232,-102.7197049996831,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-102.7197049996831 38.15793599967232),81092,Prowers County,1
4751,11922,Po Box 993,,Bend,Oregon,97709,Deschutes County,"PO BOX 993, BEND, OR 97709",44.05815000000568,-121.31174100031002,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-121.31174100031 44.05815000000568),97709,Deschutes County,1
4752,11942,Po Box 1866,,Glenrock,Wyoming,82637,Converse County,"PO BOX 1866, GLENROCK, WY 82637",42.9074599998845,-105.84308300044744,PO Box,WY,FAILED DUE TO PO BOX ADDRESS,POINT (-105.8430830004474 42.9074599998845),82637,Converse County,1
4753,11943,Po Box 94,,Filer,Idaho,83328,Twin Falls County,"PO BOX 94, FILER, ID 83328",42.56998100024274,-114.6097720002409,PO Box,ID,FAILED DUE TO PO BOX ADDRESS,POINT (-114.6097720002409 42.56998100024274),83328,Twin Falls County,1
4754,11944,Po Box 202,,Camas Valley,Oregon,97416,Douglas County,"PO BOX 202, CAMAS VALLEY, OR 97416",43.02990799980681,-123.67669099984693,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.6766909998469 43.02990799980681),97416,Douglas County,1
4756,11954,Po Box 445,,Zuni,New Mexico,87327,McKinley County,"PO BOX 445, ZUNI, NM 87327",35.06979499980437,-108.84672400003602,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.846724000036 35.06979499980437),87327,McKinley County,1
4759,11969,Po Box 1030,,Cave Junction,Oregon,97523,Josephine County,"PO BOX 1030, CAVE JUNCTION, OR 97523",42.16419600027288,-123.64648099999842,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.6464809999984 42.16419600027288),97523,Josephine County,1
4760,11975,Po Box 795,,Bennett,Colorado,80102,Adams County,"PO BOX 795, BENNETT, CO 80102",39.75727600017139,-104.43114899967227,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.4311489996723 39.75727600017139),80102,Adams County,1
4766,11983,Po Box 1329,,Priest River,Idaho,83856,Bonner County,"PO BOX 1329, PRIEST RIVER, ID 83856",48.18476399984049,-116.9115090004202,PO Box,ID,FAILED DUE TO PO BOX ADDRESS,POINT (-116.9115090004202 48.18476399984049),83856,Bonner County,1
4769,11987,Po Box 7233,,Salem,Oregon,97303,Marion County,"PO BOX 7233, SALEM, OR 97303",44.97959500019872,-123.02673500036823,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.0267350003682 44.97959500019872),97303,Marion County,1
4770,11996,Po Box 4073,,Hillsboro,Oregon,97123,Washington County,"PO BOX 4073, HILLSBORO, OR 97123",45.515044000122565,-122.9666710003234,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.9666710003234 45.51504400012256),97123,Washington County,1
4773,12001,Po Box 808,,Monument,Colorado,80132,El Paso County,"PO BOX 808, MONUMENT, CO 80132",39.09602799990181,-104.86827000025578,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.8682700002558 39.09602799990181),80132,El Paso County,1
4777,12006,Po Box 1089,,Dallas,Oregon,97338,Polk County,"PO BOX 1089, DALLAS, OR 97338",44.92071399980863,-123.31684499970316,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.3168449997032 44.92071399980863),97338,Polk County,1
4779,12013,Po Box 975,,Hereford,Arizona,85615,Cochise County,"PO BOX 975, HEREFORD, AZ 85615",31.433576000029035,-110.23774599983624,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-110.2377459998362 31.43357600002903),85615,Cochise County,1
4780,12014,Po Box 726,,Sisters,Oregon,97759,Deschutes County,"PO BOX 726, SISTERS, OR 97759",44.29032600010436,-121.54766900009557,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-121.5476690000956 44.29032600010436),97759,Deschutes County,1
4783,12015,Po Box 627,,Leadville,Colorado,80461,Lake County,"PO BOX 627, LEADVILLE, CO 80461",39.24987399983933,-106.2944529999142,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-106.2944529999142 39.24987399983933),80461,Lake County,1
4784,12016,Po Box 388,,Gladstone,Oregon,97027,Clackamas County,"PO BOX 388, GLADSTONE, OR 97027",45.3824910000192,-122.60018399962588,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.6001839996259 45.3824910000192),97027,Clackamas County,1
4785,12018,Po Box 7302,,Newcomb,New Mexico,87455,San Juan County,"PO BOX 7302, NEWCOMB, NM 87455",36.40607100017986,-108.72067099979316,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.7206709997932 36.40607100017986),87455,San Juan County,1
4786,12031,Po Box 1176,,Columbus,New Mexico,88029,Luna County,"PO BOX 1176, COLUMBUS, NM 88029",31.832421000192536,-107.6387709996965,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-107.6387709996965 31.83242100019254),88029,Luna County,1
4789,12045,Po Box 517,,Sandpoint,Idaho,83864,Bonner County,"PO BOX 517, SANDPOINT, ID 83864",48.27389400018084,-116.5531510002558,PO Box,ID,FAILED DUE TO PO BOX ADDRESS,POINT (-116.5531510002558 48.27389400018084),83864,Bonner County,1
4791,12049,Po Box 1564,,Winnemucca,Nevada,89446,Humboldt County,"PO BOX 1564, WINNEMUCCA, NV 89446",40.973180999963496,-117.73531099993085,PO Box,NV,FAILED DUE TO PO BOX ADDRESS,POINT (-117.7353109999308 40.9731809999635),89446,Humboldt County,1
4796,12070,Po Box 7441,,Golden,Colorado,80403,Jefferson County,"PO BOX 7441, GOLDEN, CO 80403",39.80201799997311,-105.2110620003635,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-105.2110620003635 39.80201799997311),80403,Jefferson County,1
4803,12085,Po Box 1277,,Moriarty,New Mexico,87035,Torrance County,"PO BOX 1277, MORIARTY, NM 87035",34.982291999935896,-106.1498240002191,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-106.1498240002191 34.9822919999359),87035,Torrance County,1
4805,12088,LOCAL,, HENDERSON,Nevada,89011,Clark County,"LOCAL, HENDERSON, NV 89011",36.08020099992186,-115.02993199977644,,NV,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-115.0299319997764 36.08020099992186),89011,Clark County,1
4807,12097,Po Box 7135,,Goodyear,Arizona,85338,Maricopa County,"PO BOX 7135, GOODYEAR, AZ 85338",33.23959600009377,-112.40944200003575,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4094420000358 33.23959600009377),85338,Maricopa County,1
4808,12098,Po Box 148,,Severance,Colorado,80546,Weld County,"PO BOX 148, SEVERANCE, CO 80546",40.521639999785016,-104.84946700012448,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-104.8494670001245 40.52163999978502),80546,Weld County,1
4809,12099,Po Box 376,,Pinetop,Arizona,85935,Navajo County,"PO BOX 376, PINETOP, AZ 85935",34.12612400019399,-109.94114300008556,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.9411430000856 34.12612400019399),85935,Navajo County,1
4810,12112,Po Box 2103,,Myrtle Creek,Oregon,97457,Douglas County,"PO BOX 2103, MYRTLE CREEK, OR 97457",43.02691600015787,-123.2800829998877,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.2800829998877 43.02691600015787),97457,Douglas County,1
4811,12116,Po Box 1948,,Saint Johns,Arizona,85936,Apache County,"PO BOX 1948, SAINT JOHNS, AZ 85936",34.50327700006861,-109.37919600002095,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-109.379196000021 34.50327700006861),85936,Apache County,1
4812,12118,Po Box 811,,Louisville,Colorado,80027,Boulder County,"PO BOX 811, LOUISVILLE, CO 80027",39.93641899983237,-105.14776200006897,PO Box,CO,FAILED DUE TO PO BOX ADDRESS,POINT (-105.147762000069 39.93641899983237),80027,Boulder County,1
4816,12125,Po Box 6238,,Goodyear,Arizona,85338,Maricopa County,"PO BOX 6238, GOODYEAR, AZ 85338",33.23959600009377,-112.40944200003575,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-112.4094420000358 33.23959600009377),85338,Maricopa County,1
4820,12127,Hc 31 Box 116,,Sandy Valley,Nevada,89019,Clark County,"HC 31 BOX 116, SANDY VALLEY, NV 89019",35.80081599965124,-115.6209659995832,PO Box,NV,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-115.6209659995832 35.80081599965124),89019,Clark County,1
4824,12138,Po Box 1674,,Higley,Arizona,85236,Maricopa County,"PO BOX 1674, HIGLEY, AZ 85236",33.32146199968153,-111.71882800016785,PO Box,AZ,FAILED DUE TO PO BOX ADDRESS,POINT (-111.7188280001678 33.32146199968153),85236,Maricopa County,1
4825,12144,Po Box 239,,Crownpoint,New Mexico,87313,McKinley County,"PO BOX 239, CROWNPOINT, NM 87313",35.737723999934744,-108.01905899956364,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.0190589995636 35.73772399993474),87313,McKinley County,1
4830,12155,Po Box 1309,,Thoreau,New Mexico,87323,McKinley County,"PO BOX 1309, THOREAU, NM 87323",35.312471999720195,-108.16300199989372,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.1630019998937 35.3124719997202),87323,McKinley County,1
4831,12158,Po Box 1311,,Silverton,Oregon,97381,Marion County,"PO BOX 1311, SILVERTON, OR 97381",45.00810499985152,-122.78411999999824,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.7841199999982 45.00810499985152),97381,Marion County,1
4834,12169,Po Box 92,,Virginia City,Montana,59755,Madison County,"PO BOX 92, VIRGINIA CITY, MT 59755",45.29351999990751,-111.9459920001089,PO Box,MT,FAILED DUE TO PO BOX ADDRESS,POINT (-111.9459920001089 45.29351999990751),59755,Madison County,1
4835,12170,Po Box 355,,Santa Clara,New Mexico,88026,Grant County,"PO BOX 355, SANTA CLARA, NM 88026",32.779698000063505,-108.15381200007688,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-108.1538120000769 32.7796980000635),88026,Grant County,1
4837,12172,Po Box 157,,North Plains,Oregon,97133,Washington County,"PO BOX 157, NORTH PLAINS, OR 97133",45.59690900010416,-123.00112699965167,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-123.0011269996517 45.59690900010416),97133,Washington County,1
4838,12174,Po Box 434,,Estacada,Oregon,97023,Clackamas County,"PO BOX 434, ESTACADA, OR 97023",45.2909589998378,-122.3358500003387,PO Box,OR,FAILED DUE TO PO BOX ADDRESS,POINT (-122.3358500003387 45.2909589998378),97023,Clackamas County,1
4839,12175,Po Box 287,,Rodeo,New Mexico,88056,Hidalgo County,"PO BOX 287, RODEO, NM 88056",31.834000000012423,-109.03187100037825,PO Box,NM,FAILED DUE TO PO BOX ADDRESS,POINT (-109.0318710003782 31.83400000001242),88056,Hidalgo County,1
